Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XL-VLDL-TG,570,0.791 [0.745-0.840],4.644e-09,***,Triglycerides in Very Large VLDL
TG/PG,632,0.790 [0.746-0.838],7.772e-10,***,Triglycerides to Phosphoglycerides ratio
XXL-VLDL-P,529,0.787 [0.740-0.837],9.194e-09,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
M-VLDL-TG%,609,0.785 [0.739-0.833],3.714e-10,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XXL-VLDL-PL,556,0.784 [0.738-0.833],1.333e-09,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XL-VLDL-TG%,444,0.782 [0.728-0.841],5.328e-06,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-L,514,0.761 [0.715-0.811],2.995e-12,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XS-VLDL-PL%,375,0.755 [0.698-0.816],5.601e-07,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
MUFA%,525,0.751 [0.715-0.788],1.488e-25,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-TG,472,0.747 [0.700-0.798],9.773e-13,***,Triglycerides in Chylomicrons and Extremely Large VLDL
