Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Non-HDL-C,563,1.120 [1.077-1.164],0.003,**,Total-Cholesterol Minus HDL-C
LDL-C,476,1.119 [1.073-1.166],0.029,*,LDL Cholesterol
S-LDL-PL,409,1.117 [1.074-1.161],0.006,**,Phospholipids in Small LDL
L-LDL-L,508,1.114 [1.071-1.158],0.018,*,Total-Lipids in Large LDL
VLDL-CE,621,1.112 [1.072-1.153],0.003,**,Cholesteryl Esters in VLDL
S-VLDL-C,618,1.103 [1.064-1.143],0.022,*,Cholesterol in Small VLDL
S-VLDL-CE,626,1.101 [1.063-1.140],0.015,*,Cholesteryl Esters in Small VLDL
IDL-L,573,1.101 [1.062-1.142],0.042,*,Total-Lipids in IDL
IDL-PL,591,1.095 [1.059-1.132],0.027,*,Phospholipids in IDL
XS-VLDL-CE,620,1.090 [1.057-1.124],0.013,*,Cholesteryl Esters in Very Small VLDL
HDL-C,621,0.919 [0.892-0.947],0.011,*,HDL Cholesterol
HDL-CE,611,0.919 [0.891-0.947],0.016,*,Cholesteryl Esters in HDL
HDL-L,598,0.917 [0.890-0.944],0.001,**,Total-Lipids in HDL
M-HDL-FC,597,0.909 [0.881-0.937],3.501e-04,***,Free Cholesterol in Medium HDL
HDL-PL,590,0.908 [0.880-0.938],7.439e-04,***,Phospholipids in HDL
ApoA1,587,0.906 [0.878-0.934],1.125e-04,***,Apolipoprotein A1
XS-VLDL-TG%,661,0.899 [0.865-0.935],0.019,*,Triglycerides to Total-Lipids in Very Small VLDL percentage
Total-P,531,0.894 [0.865-0.925],1.819e-05,***,Total-Concentration of Lipoprotein Particles
HDL-P,547,0.894 [0.864-0.925],2.271e-05,***,Concentration of HDL Particles
M-HDL-C,607,0.892 [0.860-0.925],1.994e-04,***,Cholesterol in Medium HDL
M-HDL-P,598,0.889 [0.858-0.920],6.744e-06,***,Concentration of Medium HDL Particles
M-HDL-CE,607,0.888 [0.855-0.923],2.856e-04,***,Cholesteryl Esters in Medium HDL
M-VLDL-TG%,609,0.879 [0.841-0.918],0.002,**,Triglycerides to Total-Lipids in Medium VLDL percentage
L-VLDL-TG%,369,0.877 [0.839-0.917],0.002,**,Triglycerides to Total-Lipids in Large VLDL percentage
M-HDL-L,576,0.876 [0.846-0.906],1.021e-08,***,Total-Lipids in Medium HDL
M-HDL-PL,545,0.870 [0.842-0.899],2.548e-11,***,Phospholipids in Medium HDL
S-VLDL-TG%,564,0.863 [0.826-0.902],1.051e-05,***,Triglycerides to Total-Lipids in Small VLDL percentage
XXL-VLDL-TG%,153,0.827 [0.774-0.883],0.003,**,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-TG%,444,0.804 [0.760-0.850],6.066e-09,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
