Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
ULCERPROCT,1091,0.032 [0.029-0.03],6.018e-128,***,Ulcerative proctitis,Digestive
H7_ORBIT,4635,0.032 [0.031-0.03],1.000e-315,***,Disorders of orbit,Eye and adnexa
AB1_SEXUAL_TRANSMISSION_NOS,10411,0.030 [0.029-0.03],1.000e-315,***,"Other predominantly sexually transmitted diseases, not elsewhere classified",Infectious and parasitic
E4_HYPERKALAEMIA,252,0.030 [0.026-0.03],3.335e-51,***,Hyperkalaemia,Endocrine and metabolic
M13_SPINSTENOSIS,4505,0.030 [0.027-0.03],5.628e-104,***,Spinal stenosis,Musculoskeletal
M13_SPONDYLOSIS,854,0.030 [0.024-0.04],5.725e-20,***,Spondylosis,Musculoskeletal
I9_ATHSCLE,3616,0.029 [0.023-0.03],2.950e-17,***,"Atherosclerosis, excluding cerebral and coronary sclerosis",Circulatory
KRA_PSY_ANXIETY,740,0.027 [0.019-0.04],3.484e-05,***,Anxiety disorders,Mental and behavioural
E4_THYROID,25555,0.027 [0.026-0.03],6.795e-290,***,Disorders of the thyroid gland,Endocrine and metabolic
J10_LOWCHRON,14991,0.027 [0.024-0.03],1.587e-88,***,Chronic lower respiratory diseases,Respiratory
H7_VITRBODYGLOBE,276,0.026 [0.017-0.04],0.002,**,Disorders of vitreous body,Eye and adnexa
CD2_BENIGN_OVARY,144,0.026 [0.019-0.03],9.788e-07,***,Benign neoplasm of ovary,Neoplasms
H7_OPTNERVE,2671,0.026 [0.025-0.03],1.000e-315,***,Disorders of optic nerve and visual pathways,Eye and adnexa
ALLERG_ASTHMA,7322,0.026 [0.024-0.03],1.065e-144,***,Allergic asthma (mode),Respiratory
H7_RETINALDETACHBREAK,53,0.026 [0.016-0.04],0.039,*,Retinal detachment with retinal break,Eye and adnexa
CD2_LYMPHOID_LEUKAEMIA,767,0.025 [0.023-0.03],2.029e-123,***,Lymphoid leukaemia,Neoplasms
N14_MESNRUIRREG,1549,0.024 [0.018-0.03],1.157e-06,***,"Excessive, frequent and irregular menstruation",Genitourinary
M13_CERVICDISC,530,0.024 [0.018-0.03],2.107e-11,***,Cervical disc disorders,Musculoskeletal
M13_POSTOPMUSCULOSKE,86,0.024 [0.016-0.03],0.002,**,"Postprocedural musculoskeletal disorders, not elsewhere classified",Musculoskeletal
I9_SAH,322,0.024 [0.020-0.03],1.462e-29,***,Subarachnoid haemorrhage,Circulatory
M13_CERVICALGIA,179,0.023 [0.015-0.03],0.002,**,Cervicalgia,Musculoskeletal
N14_CERVICAL_LSIL,1187,0.022 [0.020-0.02],1.246e-82,***,LSIL lesion of the cervix uteri,Genitourinary
L12_LUPUS,5381,0.022 [0.021-0.02],1.000e-315,***,Cutaneous lupus erythematosus,Skin
K11_OTHDIG,23141,0.021 [0.021-0.02],1.000e-315,***,Diseases of the digestive system,Digestive
K11_GULC,244,0.021 [0.014-0.03],2.692e-04,***,Gastric ulcer,Digestive
D3_ANAEMIA_B12_DEF,5007,0.021 [0.019-0.02],2.267e-274,***,Vitamin B12 deficiency anaemia,Blood and immune
M13_SJOGREN,13564,0.021 [0.020-0.02],1.000e-315,***,Sicca syndrome [Sjögren],Musculoskeletal
K11_MALABSORB,6958,0.020 [0.020-0.02],1.000e-315,***,Intestinal malabsorption,Digestive
IPF,3405,0.020 [0.019-0.02],1.000e-315,***,Idiopathic pulmonary fibrosis,Respiratory
M13_CALCIFICTEND,177,0.020 [0.017-0.02],1.022e-25,***,Calcific tendinitis of shoulder,Musculoskeletal
G6_CARPTU,3264,0.019 [0.014-0.02],1.354e-07,***,Carpal tunnel syndrome,Nervous
H8_HL_MIX_NAS,509,0.019 [0.015-0.02],5.180e-15,***,Mixed conductive and sensorineural hearing loss,Ear and mastoid
F5_MENTALUNSPE,114,0.019 [0.013-0.02],9.690e-05,***,"Mental disorders, not otherwise specified",Mental and behavioural
E4_THYROIDITAUTOIM,932,0.019 [0.018-0.02],6.212e-161,***,Autoimmune thyroiditis,Endocrine and metabolic
D3_SARCOIDOSIS,15089,0.019 [0.018-0.02],1.000e-315,***,Sarcoidosis,Blood and immune
M13_DORSOPATHYOTH,5393,0.018 [0.012-0.02],6.967e-04,***,"Other dorsopathies, not elsewhere classified",Musculoskeletal
K11_ACUTPANC,242,0.018 [0.012-0.02],2.618e-04,***,Acute pancreatitis,Digestive
D3_ANAEMIA_IRONDEF_NAS,859,0.018 [0.013-0.02],5.802e-05,***,Other and unspecified iron deficiency,Blood and immune
L12_BULLOUS,10568,0.018 [0.018-0.02],1.000e-315,***,Bullous disorders,Skin
G6_OTHDEMYEL,3560,0.018 [0.017-0.02],1.000e-315,***,Other demyelinating diseases of the central nervous system,Nervous
L12_OTHERSKINSUBCUTIS,3364,0.018 [0.012-0.02],3.715e-04,***,Other disorders of skin and subcutaneous tissue,Skin
N14_FEMALE_GENITAL_DYSPLASIA_ALL,7063,0.017 [0.015-0.02],2.456e-96,***,"All dysplastic lesions of the cervix uteri, vagina or vulva",Genitourinary
E4_THYTOXGOITDIF,19055,0.017 [0.017-0.02],1.000e-315,***,Thyrotoxicosis with diffuse goitre,Endocrine and metabolic
I9_PHLETHROMBDVTLOW,3262,0.017 [0.014-0.02],2.058e-33,***,DVT of lower extremities,Circulatory
N14_OTHPENIS,232,0.016 [0.012-0.02],2.322e-06,***,Other disorders of penis,Genitourinary
AUTOHEP,2902,0.016 [0.016-0.02],1.000e-315,***,Autoimmune hepatitis,Digestive
H7_BLINDMONOCULAR,75,0.014 [0.011-0.02],3.533e-15,***,"Blindness, monocular",Eye and adnexa
M13_EARLY_LUMBAR_PROLAPSE,506,0.014 [0.011-0.02],8.603e-20,***,"Early lumbar disc prolapse, operated",Musculoskeletal
L12_PILONIDALCYST,217,0.014 [0.010-0.02],1.074e-05,***,Pilonidal cyst,Skin
D3_OTHERBLOOD,429,0.014 [0.011-0.02],7.889e-26,***,Other diseases of blood and blood-forming organs,Blood and immune
N14_CALCUKIDUR,1321,0.013 [0.010-0.02],8.339e-12,***,Calculus of kidney and ureter,Genitourinary
CD2_BENIGN_MELANOCYTIC_TRUNK,183,0.013 [0.008-0.02],0.047,*,Melanocytic naevi of trunk,Neoplasms
N14_ENDOMETRIOSIS,3268,0.013 [0.011-0.02],1.203e-24,***,Endometriosis,Genitourinary
C3_CLL_WIDE,431,0.013 [0.011-0.01],5.942e-48,***,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, including Hilmo",Neoplasms
N14_UNSPECKIDCONTR,33,0.012 [0.008-0.02],0.017,*,Unspecified contracted kidney,Genitourinary
O15_MATERN_HYPERT_UNS,90,0.012 [0.009-0.02],2.578e-07,***,Unspecified maternal hypertension,Pregnancy
G6_MS,12132,0.012 [0.011-0.01],1.000e-315,***,MS-disease / Multiple Sclerosis,Nervous
CD2_BENIGN_LEIOMYOMA_UTERI,9080,0.011 [0.009-0.01],1.494e-29,***,Leiomyoma of uterus,Neoplasms
ULCERRECT,2148,0.010 [0.008-0.01],1.701e-14,***,Ulcerative rectosigmoiditis,Digestive
H8_EXTOTITIS,1164,0.010 [0.007-0.01],4.626e-07,***,Otitis externa,Ear and mastoid
H7_HEREDRETINADYST,308,0.010 [0.008-0.01],4.941e-18,***,Hereditary retinal dystrophy,Eye and adnexa
CD2_BENIGN_MENINGES,587,0.010 [0.007-0.01],2.548e-05,***,Benign neoplasm of meninges,Neoplasms
H8_OTOSCLE,2888,0.010 [0.008-0.01],2.940e-61,***,Otosclerosis,Ear and mastoid
MUCOPROCT,4157,0.008 [0.007-0.01],9.094e-30,***,Mucosal proctocolitis,Digestive
H7_ENTROPION,903,0.008 [0.006-0.01],1.438e-13,***,Entropion and trichiasis of eyelid,Eye and adnexa
I9_VARICVE,10263,0.008 [0.005-0.01],2.983e-04,***,Varicose veins,Circulatory
M13_VARUS,203,0.007 [0.006-0.01],1.446e-22,***,"Varus deformity, not elsewhere classified",Musculoskeletal
N14_CERVICAL_DYSPLASIA_ALL,5631,0.007 [0.005-0.01],3.519e-12,***,All dysplastic lesions of the cervix uteri,Genitourinary
THROMBOCYTAEMIA,729,0.006 [0.005-0.01],1.226e-28,***,Essential (haemorrhagic) thrombocythaemia,Neoplasms
N14_FEMALE_GENITAL_HSIL,6550,0.006 [0.005-0.01],6.012e-17,***,"HSIL lesion of the cervix uteri, vagina or vulva",Genitourinary
N14_CERVICAL_HSIL,5964,0.006 [0.005-0.01],5.668e-14,***,HSIL lesion of the cervix uteri,Genitourinary
DM_NEPHROPATHY,7402,0.005 [0.004-0.01],1.771e-13,***,Diabetic nephropathy,Genitourinary
K11_COELIAC,42112,0.005 [0.005-0.01],1.000e-315,***,Coeliac disease,Digestive
CHRONMYELOPRO,471,0.005 [0.004-0.01],1.293e-24,***,Chronic myeloproliferative disease,Neoplasms
H7_DISORDERLENSNAS,160,0.004 [0.003-0.00],2.759e-05,***,Other specified and unspecified disorders of lens,Eye and adnexa
POLYCYTVERA,839,0.003 [0.003-0.00],4.234e-25,***,Polycythaemia vera,Neoplasms
E4_GLUCOPANCREAS,8980,0.002 [0.002-0.00],1.066e-04,***,Other disorders of glucose regulation and pancreatic internal secretion,Endocrine and metabolic
H7_KERATOCONUS,1133,0.002 [0.002-0.00],0.002,**,Hereditary corneal dystrophies,Eye and adnexa
E4_PORBILIR,370,0.002 [0.001-0.00],3.086e-04,***,Disorders of porphyrin and bilirubin metabolism,Endocrine and metabolic
E4_GILBERT,452,0.002 [0.001-0.00],4.116e-08,***,Gilbert syndrome,Endocrine and metabolic
I9_HYPERTROCARDMYOP,484,0.002 [0.001-0.00],0.002,**,Hypertrophic cardiomyopathy,Circulatory
E4_PLASMAPROT,960,-0.002 [-0.002--0.00],6.390e-04,***,"Disorders of plasma-protein metabolism, not elsewhere classified",Endocrine and metabolic
CD2_FOLLICULAR_LYMPHOMA,5808,-0.003 [-0.004--0.00],1.881e-11,***,"Follicular lymphoma, hilmo",Neoplasms
M13_DUPUTRYEN,4306,-0.003 [-0.004--0.00],2.299e-04,***,Palmar fascial fibromatosis [Dupuytren],Musculoskeletal
N14_GLOMEINOTH,5455,-0.003 [-0.004--0.00],0.001,**,Glomerular disorders in diseases classified elsewhere,Genitourinary
L12_ACTINKERA,6786,-0.004 [-0.005--0.00],0.041,*,Actinic keratosis,Skin
L12_PSORI_NAS,8866,-0.004 [-0.005--0.00],6.440e-46,***,Other and unspecified psoriasis,Skin
E4_GOITREMULTINOD,6288,-0.005 [-0.006--0.00],1.895e-13,***,Nontoxic multinodular goitre,Endocrine and metabolic
N14_PHIMOSIS,4306,-0.006 [-0.007--0.00],1.726e-06,***,"Redundant prepuce, phimosis and paraphimosis",Genitourinary
M13_SPONDYLINFLAMNAS,14599,-0.006 [-0.006--0.01],3.891e-229,***,Other specified/unspecified inflammatory spondylopathies,Musculoskeletal
M13_GIANTCELL,1909,-0.006 [-0.007--0.01],5.533e-39,***,Giant cell arteritis,Musculoskeletal
M13_ANKYLOSPON,29005,-0.006 [-0.006--0.01],1.000e-315,***,Ankylosing spondylitis,Musculoskeletal
N14_HYPERTROPHYBREAST,1659,-0.007 [-0.009--0.00],0.040,*,Hypertrophy of breast,Genitourinary
M13_SYSTSLCE,1075,-0.007 [-0.008--0.01],1.837e-24,***,Systemic sclerosis,Musculoskeletal
DRY_AMD,4885,-0.007 [-0.009--0.01],1.667e-14,***,Dry age-related macular degeneration (includes geographic atrophy),Eye and adnexa
I9_AF,9821,-0.007 [-0.009--0.01],1.173e-09,***,Atrial fibrillation and flutter,Circulatory
E4_GOITRENAS,1714,-0.007 [-0.009--0.01],3.515e-37,***,Other and/or unspecified nontoxic goitre,Endocrine and metabolic
L12_PSORI_VULG,15019,-0.008 [-0.008--0.01],1.446e-126,***,Psoriasis vulgaris,Skin
CD2_HODGKIN_LYMPHOMA,268,-0.008 [-0.010--0.01],1.517e-11,***,"Hodgkin lymphoma, hilmo",Neoplasms
CD2_BENIGN_ADRENAL,332,-0.008 [-0.011--0.01],0.005,**,Benign neoplasm: Adrenal gland,Neoplasms
SPONDYLOARTHRITIS,25038,-0.009 [-0.009--0.01],1.000e-315,***,Spondyloarthritis,Musculoskeletal
E4_OBESITYNAS,1620,-0.009 [-0.011--0.01],4.216e-08,***,"Obesity, other/unspecified",Endocrine and metabolic
K11_HERING,7337,-0.009 [-0.011--0.01],2.101e-10,***,Inguinal hernia,Digestive
H7_IRIDONAS,4666,-0.010 [-0.010--0.01],1.500e-133,***,Other and unspecified iridocyclitis,Eye and adnexa
E4_MINERAL_MET,806,-0.010 [-0.011--0.01],1.654e-36,***,Disorders of mineral metabolism,Endocrine and metabolic
M13_PSORIARTH,11111,-0.011 [-0.011--0.01],1.887e-272,***,Psoriatic arthropathies,Musculoskeletal
AD_AM,451,-0.011 [-0.014--0.01],1.622e-13,***,Alzheimer disease (Atypical or mixed),Nervous
L12_PSORIASIS,18203,-0.011 [-0.012--0.01],6.783e-232,***,Psoriasis,Skin
H7_IRIDOCYCLITIS,22983,-0.011 [-0.012--0.01],1.000e-315,***,Iridocyclitis,Eye and adnexa
N14_DIALYSIS,1620,-0.011 [-0.013--0.01],2.811e-69,***,Dialysis,Genitourinary
M13_ARTHROSIS,4684,-0.012 [-0.016--0.01],0.041,*,Arthrosis,Musculoskeletal
AB1_VIRAL_OTHER_INTEST_INFECTIONS,985,-0.012 [-0.015--0.01],2.369e-05,***,Viral and other specified intestinal infections,Infectious and parasitic
I9_HYPTENS,25622,-0.012 [-0.014--0.01],3.458e-19,***,Hypertension,Circulatory
L12_LICHENSCLERATROPH,5062,-0.012 [-0.013--0.01],2.184e-130,***,Lichen sclerosus et atrophicus,Skin
N14_OTHNONINFUTER,645,-0.013 [-0.016--0.01],5.497e-06,***,"Other noninflammatory disorders of uterus, except cervix",Genitourinary
HERING_BILATERAL,346,-0.013 [-0.017--0.01],0.010,*,"Inguinal hernia, bilateral",Digestive
RHEUMA_SEROPOS_WIDE,21444,-0.013 [-0.013--0.01],1.000e-315,***,"Seropositive rheumatoid arthritis, wide",Musculoskeletal
I9_HYPTENSESS,17748,-0.013 [-0.016--0.01],2.985e-15,***,"Hypertension, essential",Circulatory
C3_CERVIX_UTERI,81,-0.013 [-0.017--0.01],4.802e-04,***,Malignant neoplasm of cervix uteri,Neoplasms
E4_HYPERLIPMIX,365,-0.013 [-0.017--0.01],3.931e-10,***,Mixed hyperlipidaemia,Endocrine and metabolic
J10_NASALPOLYP,7370,-0.014 [-0.015--0.01],5.177e-134,***,Nasal polyp,Respiratory
H7_SCLERACORNEA,15425,-0.014 [-0.015--0.01],4.490e-121,***,"Disorders of sclera, cornea, iris and ciliary body",Eye and adnexa
L12_NONIONRADISKINNAS,27,-0.014 [-0.018--0.01],5.179e-05,***,Other and unspecified skin changes due to chronic exposure to nonionizing radiation,Skin
PRIM_KNEEARTHROSIS,1523,-0.014 [-0.018--0.01],2.201e-08,***,"Primary gonarthrosis, bilateral",Musculoskeletal
M13_MENISCUSDERANGEMENTS,937,-0.014 [-0.020--0.01],0.022,*,Meniscus derangement,Musculoskeletal
K11_CHOLELITH,10661,-0.015 [-0.017--0.01],1.662e-29,***,Cholelithiasis,Digestive
AB1_ZOSTER,268,-0.015 [-0.019--0.01],6.549e-06,***,Zoster [herpes zoster],Infectious and parasitic
E4_OBESITYXTRMALV,103,-0.015 [-0.018--0.01],2.579e-12,***,Extreme obesity with alveolar hypoventilation,Endocrine and metabolic
RHEUMA_NOS,13051,-0.015 [-0.016--0.01],1.000e-315,***,Other/unspecified rheumatoid arthritis,Musculoskeletal
K11_ORALCYST,104,-0.015 [-0.021--0.01],0.037,*,"Cysts of oral region, not elsewhere classified",Digestive
M13_RHEUMA,20944,-0.016 [-0.016--0.01],1.000e-315,***,Rheumatoid arthritis,Musculoskeletal
O15_HYPTENSPREG,969,-0.016 [-0.020--0.01],2.930e-08,***,Pregnancy hypertension,Pregnancy
M13_OSTEOMYELITIS,308,-0.016 [-0.019--0.01],4.113e-17,***,Osteomyelitis,Musculoskeletal
I9_NONISCHCARDMYOP_STRICT,123,-0.016 [-0.022--0.01],0.038,*,Nonischemic cardiomyopathy,Circulatory
M13_CRYSTALARTH,168,-0.016 [-0.018--0.01],1.233e-26,***,Other crystal arthropathies,Musculoskeletal
M13_ARTHROSIS_KNEE,5080,-0.016 [-0.019--0.01],2.270e-17,***,Gonarthrosis,Musculoskeletal
I9_AORTDIS,126,-0.017 [-0.020--0.01],1.574e-21,***,Dissection of aorta,Circulatory
M13_POLYMYALGIA,4532,-0.017 [-0.018--0.02],2.052e-236,***,Polymyalgia rheumatica,Musculoskeletal
M13_OSTEOPOROSIS,372,-0.017 [-0.022--0.01],4.773e-04,***,Osteoporosis,Musculoskeletal
M13_ADHCAPSULITIS,1742,-0.017 [-0.021--0.01],7.029e-09,***,Adhesive capsulitis of shoulder,Musculoskeletal
M13_SOFTTISSUENAS,67,-0.018 [-0.024--0.01],0.042,*,Other specified/unspecified soft tissue disorders,Musculoskeletal
L12_PAPULOSQUAMOUS,16405,-0.018 [-0.018--0.02],1.000e-315,***,Papulosquamous disorders,Skin
RHEUMA_SERONEG,8327,-0.018 [-0.019--0.02],1.000e-315,***,Seronegative rheumatoid arthritis,Musculoskeletal
RHEUMA_OTHER_WIDE,12512,-0.019 [-0.020--0.02],1.000e-315,***,"Other (seronegative) rheumatoid arthritis, wide",Musculoskeletal
M13_POLYARTHRITIS,1672,-0.019 [-0.021--0.02],1.637e-260,***,"Polyarthritis, unspecified",Musculoskeletal
M13_HALLUXVALGUS,3980,-0.020 [-0.022--0.02],1.540e-52,***,Hallux valgus (acquired),Musculoskeletal
O15_LABOUR_UMBILICAL,119,-0.020 [-0.024--0.02],1.782e-21,***,Labour and delivery complicated by umbilical cord complications,Pregnancy
L12_ATROPHICSKIN,3167,-0.020 [-0.022--0.02],2.359e-124,***,Atrophic disorders of skin,Skin
O15_GESTAT_HYPERT,476,-0.020 [-0.025--0.02],3.973e-11,***,Gestational [pregnancy-induced] hypertension,Pregnancy
N14_EROSECTROPUT,31,-0.021 [-0.028--0.01],0.001,**,Erosion and ectropion of cervix uteri,Genitourinary
F5_VASCDEM,107,-0.021 [-0.028--0.01],0.001,**,Vascular dementia,Mental and behavioural
H7_RETINALBREAK,282,-0.022 [-0.026--0.02],4.719e-12,***,Retinal breaks without detachment,Eye and adnexa
H7_CATARACTOTHER,4338,-0.022 [-0.026--0.02],4.152e-23,***,Other cataract,Eye and adnexa
I9_VARICVESOTH,62,-0.022 [-0.028--0.02],7.360e-06,***,Varicose veins of other sites,Circulatory
M13_DORSALGIANAS,1009,-0.023 [-0.030--0.02],2.417e-04,***,Other/unspecified dorsalgia,Musculoskeletal
F5_MENTORG,85,-0.023 [-0.031--0.02],0.003,**,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
I9_CONDUCTIO,268,-0.025 [-0.031--0.02],5.739e-08,***,Conduction disorders,Circulatory
F5_DEPRESSIO,2165,-0.025 [-0.032--0.02],9.977e-10,***,Depression,Mental and behavioural
J10_CHRONSINUSITIS,3550,-0.026 [-0.028--0.02],2.440e-99,***,Chronic sinusitis,Respiratory
K11_DIAHER,628,-0.026 [-0.030--0.02],3.200e-24,***,Diaphragmatic hernia,Digestive
N14_FEMGENPAIN,145,-0.026 [-0.035--0.02],7.934e-04,***,Pain and other conditions associated with female genital organs and menstrual cycle,Genitourinary
CD2_BENIGN_COLORECANI,1443,-0.026 [-0.031--0.02],1.515e-24,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
M13_POLYARTHROPATHIES,18752,-0.027 [-0.028--0.03],1.000e-315,***,Polyarthropathies,Musculoskeletal
I9_HEARTFAIL,682,-0.027 [-0.034--0.02],3.225e-11,***,"Heart failure, strict",Circulatory
F5_DELIRIUM,173,-0.028 [-0.034--0.02],4.277e-13,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
O15_PRE_OR_ECLAMPSIA,259,-0.028 [-0.035--0.02],6.235e-11,***,Pre-eclampsia or eclampsia,Pregnancy
O15_LABOUR_MALPOS,202,-0.029 [-0.038--0.02],7.314e-06,***,Obstructed labour due to malposition and malpresentation of fetus,Pregnancy
K11_FIBROCHIRLIV,942,-0.029 [-0.032--0.03],6.305e-94,***,Fibrosis and cirrhosis of liver,Digestive
L12_ROSACEANAS,82,-0.030 [-0.037--0.02],3.840e-10,***,Other and unspecified rosacea,Skin
M13_OTHERJOINT,3314,-0.030 [-0.036--0.02],1.544e-15,***,Other joint disorders,Musculoskeletal
C_DIFFICILE_ENTEROCOLITIS,2693,-0.030 [-0.032--0.03],7.220e-291,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
K11_HERNIA,6152,-0.030 [-0.033--0.03],9.940e-87,***,Hernia,Digestive
J10_PLEURPLAGUE,310,-0.030 [-0.033--0.03],2.249e-75,***,Pleural plaque,Respiratory
I9_HYPTENSRD,30,-0.031 [-0.038--0.02],1.133e-11,***,Hypertensive Renal Disease,Circulatory
C3_HEPATOCELLU_CARC,441,-0.031 [-0.034--0.03],1.456e-107,***,Hepatocellular carcinoma,Neoplasms
K11_FEMHER,59,-0.032 [-0.044--0.02],0.043,*,Femoral hernia,Digestive
J10_SEPTDEV,498,-0.032 [-0.037--0.03],2.594e-25,***,Deviated nasal septum,Respiratory
E4_FH,518,-0.033 [-0.043--0.02],7.890e-04,***,Familial hypercholesterolemia,Endocrine and metabolic
