Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
M13_CERVICALGIA,179,0.046 [0.038-0.05],7.342e-26,***,Cervicalgia,Musculoskeletal
KRA_PSY_SUBSTANCE,742,0.045 [0.036-0.05],1.026e-17,***,Substance abuse,Mental and behavioural
I9_PAROXTAC,262,0.044 [0.035-0.05],5.934e-15,***,Paroxysmal tachycardia,Circulatory
M13_CONNECTNAS,4565,0.043 [0.042-0.04],1.000e-315,***,Other specified/unspecified systemic involvement of connective tissue,Musculoskeletal
N14_EROSECTROPUT,31,0.043 [0.036-0.05],2.975e-24,***,Erosion and ectropion of cervix uteri,Genitourinary
H7_ORBIT,4635,0.043 [0.042-0.04],1.000e-315,***,Disorders of orbit,Eye and adnexa
RESP_ILL_DIS_CLASS_ELSEWHERE,55,0.043 [0.039-0.05],3.846e-148,***,Respiratory disorders in diseases classified elsewhere,Respiratory
E4_LIPOPROT,7076,0.042 [0.030-0.05],1.011e-06,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
H7_OCUPAIN,174,0.042 [0.036-0.05],6.086e-44,***,Ocular pain,Eye and adnexa
APPENDACUT_COMPLIC,251,0.041 [0.031-0.05],6.373e-10,***,"Acute appendicitis, with complications",Digestive
K11_APPENDACUT,1379,0.040 [0.034-0.05],3.313e-38,***,Acute appendicitis,Digestive
O15_PRE_OR_ECLAMPSIA,259,0.040 [0.033-0.05],2.117e-27,***,Pre-eclampsia or eclampsia,Pregnancy
N14_CHRONKIDNEYDIS,1777,0.040 [0.034-0.05],7.273e-39,***,Chronic kidney disease,Genitourinary
M13_DORSOPATHY,8797,0.039 [0.034-0.04],5.124e-48,***,Dorsopathies,Musculoskeletal
M13_MYOSITIS,988,0.038 [0.037-0.04],1.000e-315,***,Myositis,Musculoskeletal
N14_FEMALE_GENITAL_LSIL,2422,0.038 [0.035-0.04],4.603e-157,***,"LSIL lesion of the cervix uteri, vagina or vulva",Genitourinary
N14_NEPHROTICSYND,824,0.037 [0.035-0.04],7.731e-227,***,Nephrotic syndrome,Genitourinary
M13_PYOGARTH,525,0.037 [0.035-0.04],8.980e-223,***,Pyogenic arthritis,Musculoskeletal
K11_CHRONPANC,105,0.037 [0.031-0.04],2.592e-25,***,Chronic pancreatitis,Digestive
M13_MENISCUSDERANGEMENTS,937,0.037 [0.031-0.04],1.797e-30,***,Meniscus derangement,Musculoskeletal
H7_EYEOTH,57,0.036 [0.023-0.05],0.029,*,Other disorders of eye and adnexa,Eye and adnexa
I9_AVBLOCK,403,0.036 [0.031-0.04],1.858e-39,***,AV-block,Circulatory
D3_ITP,120,0.035 [0.028-0.04],2.643e-18,***,Idiopathic thrombocytopenic purpura,Blood and immune
G6_PARKINSON,2693,0.033 [0.033-0.03],1.000e-315,***,Parkinson's disease,Nervous
G6_CARPTU,3265,0.033 [0.028-0.04],3.812e-37,***,Carpal tunnel syndrome,Nervous
E4_THYROIDITAUTOIM,932,0.033 [0.031-0.03],1.000e-315,***,Autoimmune thyroiditis,Endocrine and metabolic
NEURODEGOTH,4178,0.031 [0.028-0.03],2.290e-83,***,Other degenerative diseases of the nervous system,Nervous
M13_ARTHROSIS_POLY,390,0.031 [0.026-0.04],1.800e-26,***,Polyarthrosis,Musculoskeletal
M13_SPONDYLOPATHY,12014,0.030 [0.027-0.03],2.516e-123,***,Spondylopathies,Musculoskeletal
O15_PREECLAMPS,162,0.029 [0.021-0.04],5.029e-07,***,Pre-eclampsia,Pregnancy
L12_LUPUS,5381,0.029 [0.029-0.03],1.000e-315,***,Cutaneous lupus erythematosus,Skin
M13_SJOGREN,13564,0.029 [0.028-0.03],1.000e-315,***,Sicca syndrome [Sjögren],Musculoskeletal
K11_MALABSORB,6958,0.028 [0.028-0.03],1.000e-315,***,Intestinal malabsorption,Digestive
K11_OTHDIG,23141,0.028 [0.027-0.03],1.000e-315,***,Diseases of the digestive system,Digestive
E4_OBESITYXTRMALV,103,0.027 [0.024-0.03],1.951e-54,***,Extreme obesity with alveolar hypoventilation,Endocrine and metabolic
E4_THYTOXGOITDIF,19055,0.027 [0.026-0.03],1.000e-315,***,Thyrotoxicosis with diffuse goitre,Endocrine and metabolic
CD2_HODGKIN_LYMPHOMA,268,0.026 [0.024-0.03],6.173e-169,***,"Hodgkin lymphoma, hilmo",Neoplasms
L12_LICHSIMPANDPRURIGO,167,0.026 [0.022-0.03],2.593e-34,***,Lichen simplex chronicus and prurigo,Skin
L12_BULLOUS,10568,0.025 [0.025-0.03],1.000e-315,***,Bullous disorders,Skin
O15_HYPTENSPREG,969,0.024 [0.018-0.03],3.232e-09,***,Pregnancy hypertension,Pregnancy
L12_DERMATITISECZEMA,8561,0.024 [0.020-0.03],4.630e-25,***,Dermatitis and eczema,Skin
N14_OTHPENIS,232,0.024 [0.019-0.03],8.023e-20,***,Other disorders of penis,Genitourinary
G6_HYDROCEPH,204,0.023 [0.019-0.03],6.956e-21,***,Hydrocephalus,Nervous
F5_PANIC,375,0.023 [0.015-0.03],0.007,**,Panic disorder,Mental and behavioural
AD_AM,451,0.023 [0.016-0.03],1.531e-05,***,Alzheimer disease (Atypical or mixed),Nervous
D3_SARCOIDOSIS,15089,0.022 [0.022-0.02],1.000e-315,***,Sarcoidosis,Blood and immune
M13_SPINSTENOSIS,4505,0.022 [0.019-0.03],9.010e-34,***,Spinal stenosis,Musculoskeletal
AUTOHEP,2902,0.022 [0.022-0.02],1.000e-315,***,Autoimmune hepatitis,Digestive
O15_GESTAT_HYPERT,476,0.022 [0.017-0.03],1.432e-14,***,Gestational [pregnancy-induced] hypertension,Pregnancy
IPF,3405,0.021 [0.021-0.02],1.000e-315,***,Idiopathic pulmonary fibrosis,Respiratory
F5_DEMENTIA,3309,0.021 [0.017-0.02],2.849e-19,***,Dementia,Mental and behavioural
I9_CARDMYOOTH,228,0.020 [0.015-0.03],1.268e-08,***,"Cardiomyopathy, other and unspecified",Circulatory
E4_HYPERKALAEMIA,252,0.020 [0.016-0.02],7.593e-13,***,Hyperkalaemia,Endocrine and metabolic
E4_OVARDYS,221,0.020 [0.016-0.02],3.367e-18,***,Ovarian dysfunction,Endocrine and metabolic
ULCEROTH,633,0.018 [0.016-0.02],1.014e-57,***,Other ulcerative colitis,Digestive
ALLERG_ASTHMA,7322,0.018 [0.016-0.02],1.667e-63,***,Allergic asthma (mode),Respiratory
I9_VTE,4387,0.018 [0.013-0.02],4.061e-06,***,Venous thromboembolism,Circulatory
K11_GULC,244,0.018 [0.011-0.02],0.018,*,Gastric ulcer,Digestive
G6_NEURODEGENERATIVE,4070,0.018 [0.015-0.02],6.313e-24,***,Unspecific neurodegenerative disorder,Nervous
E4_GOITRENOD,331,0.018 [0.014-0.02],7.652e-21,***,Nontoxic single thyroid nodule,Endocrine and metabolic
N14_RENFAILNAS,135,0.018 [0.011-0.02],0.003,**,Unspecified kidney failure,Genitourinary
E4_ACIDOSIS,54,0.017 [0.013-0.02],5.568e-08,***,Acidosis,Endocrine and metabolic
J10_LOWCHRON,14991,0.017 [0.014-0.02],2.030e-20,***,Chronic lower respiratory diseases,Respiratory
KRA_PSY_DEMENTIA,2863,0.017 [0.013-0.02],1.766e-09,***,Any dementia,Mental and behavioural
G6_ALZHEIMER,2982,0.016 [0.013-0.02],3.969e-15,***,Alzheimer disease,Nervous
M13_ARTHTROSIS_COX,3783,0.016 [0.013-0.02],1.322e-15,***,Coxarthrosis,Musculoskeletal
H7_EYELIDFUNC,23,0.015 [0.012-0.02],1.430e-09,***,Other disorders affecting eyelid function,Eye and adnexa
H7_OPTNERVE,2671,0.015 [0.014-0.02],2.423e-150,***,Disorders of optic nerve and visual pathways,Eye and adnexa
E4_PARATHYRO,319,0.015 [0.010-0.02],3.478e-04,***,Disorders of parathyroid gland,Endocrine and metabolic
N14_FEMALE_GENITAL_DYSPLASIA_ALL,7063,0.015 [0.013-0.02],1.018e-60,***,"All dysplastic lesions of the cervix uteri, vagina or vulva",Genitourinary
M13_FLATFOOT,295,0.014 [0.010-0.02],4.693e-07,***,Flat foot [pes planus] (acquired),Musculoskeletal
I9_PHLETHROMBDVTLOW,3262,0.013 [0.011-0.02],3.119e-16,***,DVT of lower extremities,Circulatory
I9_CARDMYO,446,0.013 [0.010-0.02],3.284e-06,***,Cardiomyopathy,Circulatory
D3_OTHERBLOOD,428,0.013 [0.011-0.02],9.532e-26,***,Other diseases of blood and blood-forming organs,Blood and immune
E4_OBESITYNAS,1620,0.013 [0.010-0.02],3.755e-10,***,"Obesity, other/unspecified",Endocrine and metabolic
E4_HYPERPARA,400,0.013 [0.009-0.02],7.402e-07,***,Hyperparathyroidism,Endocrine and metabolic
D3_ANAEMIA_B12_DEF,5007,0.013 [0.012-0.01],3.155e-102,***,Vitamin B12 deficiency anaemia,Blood and immune
M13_ARTHTROSIS_COX_PRIM_ICD10,4085,0.013 [0.010-0.02],4.629e-14,***,"Coxarthrosis, primary",Musculoskeletal
H7_BLINDANDVISIMPAIRMENT,214,0.013 [0.009-0.02],3.557e-09,***,Visual impairment including blindness (binocular or monocular),Eye and adnexa
E4_PCOS,353,0.013 [0.010-0.02],7.261e-16,***,Polycystic ovarian syndrome,Endocrine and metabolic
M13_CRYSTALARTH,168,0.013 [0.010-0.02],9.224e-17,***,Other crystal arthropathies,Musculoskeletal
E4_OBESITY,3239,0.012 [0.009-0.02],5.907e-08,***,Obesity,Endocrine and metabolic
F5_ALZHDEMENT,2076,0.012 [0.008-0.02],1.370e-04,***,Dementia in Alzheimer disease,Mental and behavioural
K11_HERING,7336,0.012 [0.009-0.01],6.755e-22,***,Inguinal hernia,Digestive
N14_PHIMOSIS,4306,0.011 [0.009-0.01],3.236e-34,***,"Redundant prepuce, phimosis and paraphimosis",Genitourinary
E4_PORBILIR,370,0.011 [0.010-0.01],3.839e-80,***,Disorders of porphyrin and bilirubin metabolism,Endocrine and metabolic
G6_MS,12132,0.010 [0.010-0.01],1.000e-315,***,MS-disease / Multiple Sclerosis,Nervous
H7_PARASTRA6,76,0.010 [0.007-0.01],0.003,**,Sixth [abducent] nerve palsy,Eye and adnexa
H7_DIVERGSTRAB,291,0.009 [0.007-0.01],3.625e-05,***,Divergent concomitant strabismus,Eye and adnexa
ULCERPROCT,1091,0.009 [0.007-0.01],8.427e-11,***,Ulcerative proctitis,Digestive
O15_MATERN_HYPERT_UNS,90,0.009 [0.007-0.01],1.058e-07,***,Unspecified maternal hypertension,Pregnancy
I9_VARICVE,10262,0.008 [0.006-0.01],1.452e-06,***,Varicose veins,Circulatory
CHRONOTH,1965,0.008 [0.006-0.01],3.141e-11,***,Other Crohn's disease,Digestive
E4_GOITREMULTINOD,6287,0.008 [0.006-0.01],5.759e-10,***,Nontoxic multinodular goitre,Endocrine and metabolic
H7_CORNEALNAS,323,0.008 [0.006-0.01],2.141e-09,***,Other and unspecified corneal deformities and disorders,Eye and adnexa
CD2_BENIGN_ADRENAL,332,0.008 [0.005-0.01],9.698e-04,***,Benign neoplasm: Adrenal gland,Neoplasms
ULCERNAS,2224,0.008 [0.006-0.01],9.457e-06,***,"Ulcerative colitis, NAS",Digestive
E4_GILBERT,452,0.008 [0.007-0.01],4.534e-88,***,Gilbert syndrome,Endocrine and metabolic
H7_CORNEALOTH,568,0.007 [0.006-0.01],1.032e-09,***,Other disorders of cornea,Eye and adnexa
M13_VARUS,203,0.007 [0.006-0.01],5.126e-23,***,"Varus deformity, not elsewhere classified",Musculoskeletal
K11_COELIAC,42111,0.006 [0.006-0.01],1.000e-315,***,Coeliac disease,Digestive
E4_GOITRENAS,1714,0.006 [0.005-0.01],1.632e-22,***,Other and/or unspecified nontoxic goitre,Endocrine and metabolic
N14_CERVICAL_DYSPLASIA_ALL,5631,0.006 [0.004-0.01],1.587e-05,***,All dysplastic lesions of the cervix uteri,Genitourinary
MUCOPROCT,4157,0.006 [0.004-0.01],8.468e-06,***,Mucosal proctocolitis,Digestive
G6_OTHDEMYEL,3560,0.005 [0.005-0.01],4.692e-38,***,Other demyelinating diseases of the central nervous system,Nervous
N14_FEMALE_GENITAL_HSIL,6550,0.005 [0.004-0.01],6.922e-11,***,"HSIL lesion of the cervix uteri, vagina or vulva",Genitourinary
N14_CERVICAL_HSIL,5964,0.005 [0.004-0.01],7.972e-09,***,HSIL lesion of the cervix uteri,Genitourinary
C3_OTHER_SKIN,9911,0.005 [0.003-0.01],8.180e-08,***,Other malignant neoplasms of skin (=non-melanoma skin cancer),Neoplasms
CHRONMYELOPRO,471,0.004 [0.004-0.01],1.165e-22,***,Chronic myeloproliferative disease,Neoplasms
DRY_AMD,4885,0.004 [0.003-0.01],3.653e-10,***,Dry age-related macular degeneration (includes geographic atrophy),Eye and adnexa
I9_AF,9821,0.004 [0.003-0.01],0.010,*,Atrial fibrillation and flutter,Circulatory
E4_GLUCOPANCREAS,8980,0.004 [0.003-0.00],1.918e-10,***,Other disorders of glucose regulation and pancreatic internal secretion,Endocrine and metabolic
H7_IRIDONAS,4666,0.003 [0.002-0.00],3.157e-05,***,Other and unspecified iridocyclitis,Eye and adnexa
POLYCYTVERA,838,0.003 [0.003-0.00],2.852e-21,***,Polycythaemia vera,Neoplasms
THROMBOCYTAEMIA,728,0.003 [0.002-0.00],0.002,**,Essential (haemorrhagic) thrombocythaemia,Neoplasms
D3_COAGOTHER,2572,0.002 [0.002-0.00],0.011,*,Other coagulation defects,Blood and immune
D3_HEREDOTHCLOFACTORS,1112,0.002 [0.002-0.00],1.609e-09,***,Hereditary deficiency of other clotting factors,Blood and immune
E4_PLASMAPROT,960,0.002 [0.001-0.00],5.965e-08,***,"Disorders of plasma-protein metabolism, not elsewhere classified",Endocrine and metabolic
M13_SPONDYLINFLAMNAS,14599,-0.001 [-0.002--0.00],0.031,*,Other specified/unspecified inflammatory spondylopathies,Musculoskeletal
E4_LACTONAS,2420,-0.002 [-0.002--0.00],7.927e-09,***,"Lactose intolerance, other/unspecified",Endocrine and metabolic
M13_PSORIARTH,11111,-0.003 [-0.003--0.00],1.149e-09,***,Psoriatic arthropathies,Musculoskeletal
L12_PSORIASIS,18203,-0.003 [-0.004--0.00],1.151e-10,***,Psoriasis,Skin
SPONDYLOARTHRITIS,25038,-0.004 [-0.004--0.00],2.411e-41,***,Spondyloarthritis,Musculoskeletal
M13_ANKYLOSPON,29005,-0.004 [-0.004--0.00],2.160e-140,***,Ankylosing spondylitis,Musculoskeletal
C_DIFFICILE_ENTEROCOLITIS,2693,-0.004 [-0.006--0.00],2.677e-04,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
RHEUMA_SERONEG,8327,-0.004 [-0.005--0.00],1.321e-13,***,Seronegative rheumatoid arthritis,Musculoskeletal
E4_IRON_MET,3833,-0.005 [-0.005--0.00],6.996e-57,***,Disorders of iron metabolism,Endocrine and metabolic
AB1_VIRAL_WARTS,3425,-0.005 [-0.006--0.00],3.442e-12,***,Viral warts,Infectious and parasitic
M13_SYSTSLCE,1075,-0.006 [-0.007--0.00],1.100e-06,***,Systemic sclerosis,Musculoskeletal
G6_ALS,180,-0.006 [-0.008--0.00],5.935e-04,***,Motor neuron disease,Nervous
H7_IRIDOCYCLITIS,22983,-0.006 [-0.007--0.01],1.761e-73,***,Iridocyclitis,Eye and adnexa
L12_PAPULOSQUAMOUS,16405,-0.006 [-0.007--0.01],2.692e-34,***,Papulosquamous disorders,Skin
CD2_BENIGN_LEIOMYOMA_UTERI,9079,-0.007 [-0.009--0.01],2.004e-08,***,Leiomyoma of uterus,Neoplasms
RHEUMA_OTHER_WIDE,12512,-0.007 [-0.008--0.01],3.360e-59,***,"Other (seronegative) rheumatoid arthritis, wide",Musculoskeletal
J10_EMPHYSEMA,365,-0.007 [-0.010--0.00],0.002,**,Emphysema,Respiratory
M13_POLYARTHROPATHIES,18752,-0.008 [-0.009--0.01],7.731e-24,***,Polyarthropathies,Musculoskeletal
RHEUMA_SEROPOS_WIDE,21443,-0.008 [-0.009--0.01],1.957e-187,***,"Seropositive rheumatoid arthritis, wide",Musculoskeletal
CHIRBIL_PRIM,2402,-0.008 [-0.009--0.01],1.132e-58,***,Primary biliary cholangitis (PBC),Digestive
RHEUMA_NOS,13051,-0.008 [-0.009--0.01],5.955e-127,***,Other/unspecified rheumatoid arthritis,Musculoskeletal
M13_RHEUMA,20944,-0.009 [-0.009--0.01],8.294e-139,***,Rheumatoid arthritis,Musculoskeletal
N14_ENDOMETRIOSIS,3268,-0.009 [-0.012--0.01],1.063e-04,***,Endometriosis,Genitourinary
N14_GLOMEINOTH,5455,-0.009 [-0.010--0.01],3.900e-62,***,Glomerular disorders in diseases classified elsewhere,Genitourinary
C3_MELANOMA_SKIN,2304,-0.009 [-0.011--0.01],4.363e-23,***,Malignant melanoma of skin,Neoplasms
I9_THAORTANEUR,1182,-0.009 [-0.011--0.01],1.465e-13,***,Thoracic aortic aneurysm,Circulatory
M13_OSTEOPATHYINOTH,36,-0.010 [-0.013--0.01],0.008,**,Osteopathy in diseases classified elsewhere,Musculoskeletal
DM_NEOVASCULAR_GLAUCOMA,434,-0.010 [-0.013--0.01],6.902e-04,***,Neovascular glaucoma,Eye and adnexa
PRIM_COXARTHROSIS,939,-0.010 [-0.013--0.01],0.002,**,"Primary coxarthrosis, bilateral",Musculoskeletal
I9_AORTANEUR,1277,-0.010 [-0.013--0.01],5.544e-07,***,Aortic aneurysm,Circulatory
M13_POLYMYALGIA,4532,-0.010 [-0.011--0.01],9.008e-63,***,Polymyalgia rheumatica,Musculoskeletal
E4_THYROIDNASOTH,177,-0.011 [-0.013--0.01],1.470e-18,***,"Disorder of thyroid, unspecified",Endocrine and metabolic
H7_BLINDMONOCULAR,75,-0.011 [-0.014--0.01],4.055e-08,***,"Blindness, monocular",Eye and adnexa
CD2_BENIGN_MENINGES_CEREBRAL,383,-0.012 [-0.015--0.01],4.100e-07,***,Benign neoplasm: Cerebral meninges,Neoplasms
C3_HEPATOCELLU_CARC,441,-0.012 [-0.016--0.01],0.025,*,Hepatocellular carcinoma,Neoplasms
K11_HERNIA,6152,-0.012 [-0.016--0.01],0.001,**,Hernia,Digestive
L12_NONIONRADISKINNAS,27,-0.012 [-0.016--0.01],0.003,**,Other and unspecified skin changes due to chronic exposure to nonionizing radiation,Skin
K11_DIVERTIC,4845,-0.012 [-0.015--0.01],2.651e-09,***,Diverticular disease of intestine,Digestive
H7_HEREDRETINADYST,308,-0.012 [-0.014--0.01],1.141e-34,***,Hereditary retinal dystrophy,Eye and adnexa
COPD_EARLY,512,-0.013 [-0.015--0.01],4.357e-15,***,Early onset COPD,Respiratory
M13_GIANTCELL,1909,-0.013 [-0.014--0.01],1.411e-176,***,Giant cell arteritis,Musculoskeletal
K11_CHOLELITH,10661,-0.013 [-0.017--0.01],3.522e-06,***,Cholelithiasis,Digestive
N14_HYPERTROPHYBREAST,1659,-0.014 [-0.017--0.01],8.981e-28,***,Hypertrophy of breast,Genitourinary
N14_FEMGENPROL,2263,-0.015 [-0.018--0.01],1.365e-13,***,Female genital prolapse,Genitourinary
M13_FOREIGNBODY,77,-0.015 [-0.019--0.01],5.865e-05,***,Residual foreign body in soft tissue,Musculoskeletal
M13_CALCIFICTEND,177,-0.015 [-0.018--0.01],1.009e-13,***,Calcific tendinitis of shoulder,Musculoskeletal
CD2_BENIGN_MENINGES,586,-0.015 [-0.018--0.01],3.572e-18,***,Benign neoplasm of meninges,Neoplasms
H7_CATARACTOTHER,4338,-0.015 [-0.019--0.01],6.333e-10,***,Other cataract,Eye and adnexa
J10_NASALPOLYP,7370,-0.017 [-0.018--0.02],5.117e-184,***,Nasal polyp,Respiratory
C3_CANCER_WIDE,3272,-0.017 [-0.022--0.01],0.006,**,"Malignant neoplasm, wide definition for exclusion",Neoplasms
N14_DIALYSIS,1620,-0.017 [-0.018--0.02],4.397e-194,***,Dialysis,Genitourinary
H8_EXTOTITIS,1164,-0.018 [-0.021--0.01],2.006e-21,***,Otitis externa,Ear and mastoid
N14_BREAST,659,-0.020 [-0.025--0.01],8.401e-08,***,Disorders of breast,Genitourinary
M13_OSTEOPOROSIS,372,-0.020 [-0.026--0.01],5.627e-04,***,Osteoporosis,Musculoskeletal
C3_CLL_WIDE,431,-0.020 [-0.022--0.02],2.615e-93,***,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, including Hilmo",Neoplasms
M13_HALLUXVALGUS,3980,-0.021 [-0.024--0.02],6.780e-45,***,Hallux valgus (acquired),Musculoskeletal
M13_POSTOPMUSCULOSKE,86,-0.022 [-0.028--0.01],5.342e-05,***,"Postprocedural musculoskeletal disorders, not elsewhere classified",Musculoskeletal
J10_PERITONSABSC,1910,-0.022 [-0.026--0.02],1.536e-20,***,Peritonsillar abscess,Respiratory
