Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
M-LDL-TG%,0.0008,0.0003,Triglycerides to Total-Lipids in Medium LDL percentage
Total-C,0.0003,0.0003,Total-Cholesterol
DHA%,0.0007,0.0002,Docosahexaenoic Acid to Total-Fatty Acids percentage
L-LDL-TG%,0.0005,0.0002,Triglycerides to Total-Lipids in Large LDL percentage
S-HDL-TG,0.0005,0.0002,Triglycerides in Small HDL
MUFA%,0.0005,0.0002,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-C%,0.0003,0.0002,Cholesterol to Total-Lipids in Very Large HDL percentage
XS-VLDL-C%,0.0002,0.0001,Cholesterol to Total-Lipids in Very Small VLDL percentage
Omega-6/Omega-3,0.0007,0.0001,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-VLDL-TG,0.0008,0.0001,Triglycerides in Large VLDL
