Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XL-VLDL-CE,617,0.794 [0.747-0.844],3.022e-08,***,Cholesteryl Esters in Very Large VLDL
VLDL-L,623,0.793 [0.745-0.845],9.194e-08,***,Total-Lipids in VLDL
VLDL-C,644,0.793 [0.745-0.844],8.559e-08,***,VLDL Cholesterol
VLDL-PL,674,0.791 [0.744-0.841],1.214e-08,***,Phospholipids in VLDL
M-VLDL-L,589,0.790 [0.740-0.843],3.582e-07,***,Total-Lipids in Medium VLDL
M-VLDL-PL,632,0.789 [0.742-0.839],1.679e-08,***,Phospholipids in Medium VLDL
M-VLDL-P,612,0.787 [0.739-0.838],1.738e-08,***,Concentration of Medium VLDL Particles
L-VLDL-CE,614,0.785 [0.737-0.835],4.737e-09,***,Cholesteryl Esters in Large VLDL
VLDL-FC,630,0.783 [0.736-0.834],4.629e-09,***,Free Cholesterol in VLDL
MUFA,654,0.768 [0.719-0.820],9.439e-10,***,Monounsaturated Fatty Acids
