Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-VLDL-CE,487,0.854 [0.810-0.901],0.001,**,Cholesteryl Esters in Medium VLDL
XXL-VLDL-L,514,0.853 [0.813-0.896],2.850e-05,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
S-VLDL-TG,687,0.853 [0.817-0.891],1.183e-07,***,Triglycerides in Small VLDL
LDL-P,552,0.851 [0.811-0.893],1.908e-05,***,Concentration of LDL Particles
XXL-VLDL-FC,557,0.850 [0.811-0.891],4.273e-06,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XL-VLDL-TG,570,0.849 [0.810-0.890],3.005e-06,***,Triglycerides in Very Large VLDL
ApoB,565,0.849 [0.809-0.891],6.271e-06,***,Apolipoprotein B
L-LDL-P,541,0.847 [0.806-0.891],2.161e-05,***,Concentration of Large LDL Particles
S-LDL-TG,690,0.847 [0.810-0.885],6.452e-08,***,Triglycerides in Small LDL
PUFA,699,0.846 [0.811-0.883],5.034e-09,***,Polyunsaturated Fatty Acids
XXL-VLDL-P,529,0.845 [0.804-0.887],2.657e-06,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
M-LDL-CE,550,0.845 [0.804-0.888],6.916e-06,***,Cholesteryl Esters in Medium LDL
Remnant-C,577,0.844 [0.804-0.886],1.677e-06,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-TG,641,0.841 [0.803-0.880],2.018e-08,***,Total-Triglycerides
SFA,553,0.840 [0.798-0.884],7.978e-06,***,Saturated Fatty Acids
Total-L,626,0.839 [0.798-0.882],1.363e-06,***,Total-Lipids in Lipoprotein Particles
L-VLDL-TG,567,0.838 [0.799-0.879],8.184e-08,***,Triglycerides in Large VLDL
S-LDL-P,566,0.838 [0.799-0.878],6.473e-08,***,Concentration of Small LDL Particles
VLDL-TG,582,0.837 [0.799-0.878],3.009e-08,***,Triglycerides in VLDL
XL-VLDL-P,599,0.837 [0.799-0.876],9.794e-09,***,Concentration of Very Large VLDL Particles
XXL-VLDL-C,589,0.836 [0.798-0.876],1.256e-08,***,Cholesterol in Chylomicrons and Extremely Large VLDL
S-LDL-CE,543,0.836 [0.795-0.878],3.140e-07,***,Cholesteryl Esters in Small LDL
M-VLDL-C,535,0.834 [0.792-0.878],1.021e-06,***,Cholesterol in Medium VLDL
S-VLDL-CE,626,0.833 [0.795-0.872],2.354e-09,***,Cholesteryl Esters in Small VLDL
XL-VLDL-L,578,0.833 [0.795-0.873],6.393e-09,***,Total-Lipids in Very Large VLDL
L-VLDL-PL,637,0.832 [0.795-0.871],7.779e-10,***,Phospholipids in Large VLDL
XL-VLDL-PL,607,0.832 [0.794-0.871],2.613e-09,***,Phospholipids in Very Large VLDL
XL-VLDL-PL%,398,0.831 [0.783-0.882],2.873e-04,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
L-VLDL-FC,648,0.830 [0.793-0.869],4.821e-10,***,Free Cholesterol in Large VLDL
S-VLDL-C,618,0.830 [0.793-0.870],7.303e-10,***,Cholesterol in Small VLDL
XXL-VLDL-CE,621,0.830 [0.792-0.869],7.392e-10,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
M-LDL-P,508,0.828 [0.787-0.871],9.387e-08,***,Concentration of Medium LDL Particles
S-LDL-CE%,545,0.828 [0.787-0.871],4.630e-08,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
L-VLDL-P,622,0.826 [0.788-0.865],2.318e-10,***,Concentration of Large VLDL Particles
S-VLDL-FC,593,0.826 [0.787-0.867],1.990e-09,***,Free Cholesterol in Small VLDL
S-VLDL-P,669,0.824 [0.789-0.862],2.646e-12,***,Concentration of Small VLDL Particles
VLDL-CE,621,0.824 [0.786-0.864],1.792e-10,***,Cholesteryl Esters in VLDL
XL-VLDL-FC,610,0.824 [0.786-0.864],3.104e-10,***,Free Cholesterol in Very Large VLDL
L-VLDL-L,609,0.823 [0.785-0.863],1.974e-10,***,Total-Lipids in Large VLDL
Omega-6,651,0.822 [0.784-0.863],4.170e-10,***,Omega-6 Fatty Acids
Total-FA,654,0.822 [0.785-0.861],2.287e-11,***,Total-Fatty Acids
M-VLDL-TG,613,0.821 [0.783-0.862],2.906e-10,***,Triglycerides in Medium VLDL
M-LDL-CE%,368,0.820 [0.773-0.870],1.372e-05,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
VLDL-P,640,0.816 [0.780-0.855],1.038e-12,***,Concentration of VLDL Particles
S-VLDL-L,665,0.816 [0.780-0.853],1.556e-13,***,Total-Lipids in Small VLDL
L-VLDL-C,622,0.815 [0.778-0.854],2.534e-12,***,Cholesterol in Large VLDL
XL-VLDL-C,639,0.815 [0.779-0.854],1.102e-12,***,Cholesterol in Very Large VLDL
LA,635,0.814 [0.775-0.854],2.602e-11,***,Linoleic Acid
S-VLDL-PL,664,0.812 [0.775-0.851],5.378e-13,***,Phospholipids in Small VLDL
VLDL-PL,674,0.809 [0.772-0.847],4.380e-14,***,Phospholipids in VLDL
M-VLDL-FC,594,0.808 [0.770-0.848],2.350e-12,***,Free Cholesterol in Medium VLDL
VLDL-L,623,0.807 [0.770-0.846],2.315e-13,***,Total-Lipids in VLDL
XL-VLDL-CE,617,0.807 [0.770-0.846],6.970e-14,***,Cholesteryl Esters in Very Large VLDL
MUFA,654,0.802 [0.765-0.841],3.281e-14,***,Monounsaturated Fatty Acids
L-VLDL-CE,614,0.801 [0.764-0.840],1.157e-14,***,Cholesteryl Esters in Large VLDL
VLDL-C,644,0.800 [0.763-0.839],3.561e-15,***,VLDL Cholesterol
VLDL-FC,630,0.800 [0.762-0.839],1.233e-14,***,Free Cholesterol in VLDL
M-VLDL-PL,632,0.791 [0.754-0.829],8.666e-17,***,Phospholipids in Medium VLDL
M-VLDL-L,589,0.785 [0.747-0.824],6.417e-17,***,Total-Lipids in Medium VLDL
M-VLDL-P,612,0.784 [0.747-0.822],2.871e-18,***,Concentration of Medium VLDL Particles
