Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
LDL-CE,506,1.313 [1.219-1.415],1.866e-07,***,Cholesteryl Esters in LDL
Remnant-C,577,1.310 [1.224-1.402],2.067e-09,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-LDL-PL,409,1.309 [1.219-1.407],4.040e-08,***,Phospholipids in Small LDL
IDL-FC,587,1.309 [1.230-1.393],7.586e-12,***,Free Cholesterol in IDL
M-VLDL-PL%,523,1.309 [1.225-1.398],2.856e-10,***,Phospholipids to Total-Lipids in Medium VLDL percentage
S-VLDL-CE%,509,1.308 [1.222-1.400],2.246e-09,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-VLDL-FC,593,1.303 [1.219-1.392],1.573e-09,***,Free Cholesterol in Small VLDL
XL-VLDL-C%,486,1.296 [1.193-1.409],2.204e-04,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-VLDL-C%,395,1.294 [1.199-1.398],9.505e-06,***,Cholesterol to Total-Lipids in Large VLDL percentage
IDL-L,573,1.293 [1.214-1.377],3.025e-10,***,Total-Lipids in IDL
L-VLDL-CE%,492,1.283 [1.192-1.380],5.729e-06,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
XL-VLDL-CE%,485,1.275 [1.176-1.383],8.856e-04,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
Total-FC,546,1.274 [1.188-1.367],3.333e-06,***,Total-Free Cholesterol
Total-C,563,1.267 [1.181-1.360],1.219e-05,***,Total-Cholesterol
VLDL-CE,621,1.267 [1.188-1.351],1.514e-07,***,Cholesteryl Esters in VLDL
IDL-PL,591,1.265 [1.191-1.343],4.258e-09,***,Phospholipids in IDL
M-VLDL-C%,604,1.263 [1.179-1.353],7.120e-06,***,Cholesterol to Total-Lipids in Medium VLDL percentage
Total-CE,575,1.258 [1.172-1.350],5.653e-05,***,Total-Esterified Cholesterol
M-VLDL-PL,632,1.252 [1.169-1.341],3.269e-05,***,Phospholipids in Medium VLDL
M-VLDL-P,612,1.250 [1.165-1.341],1.247e-04,***,Concentration of Medium VLDL Particles
S-VLDL-C,618,1.248 [1.172-1.330],1.657e-06,***,Cholesterol in Small VLDL
S-VLDL-PL%,600,1.246 [1.168-1.329],7.104e-06,***,Phospholipids to Total-Lipids in Small VLDL percentage
S-VLDL-FC%,609,1.242 [1.164-1.325],1.682e-05,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
XS-VLDL-CE,620,1.240 [1.173-1.311],5.531e-09,***,Cholesteryl Esters in Very Small VLDL
S-VLDL-PL,664,1.231 [1.157-1.311],1.588e-05,***,Phospholipids in Small VLDL
M-VLDL-CE%,597,1.231 [1.149-1.319],8.473e-04,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-VLDL-CE,626,1.225 [1.153-1.302],1.567e-05,***,Cholesteryl Esters in Small VLDL
XS-VLDL-C,604,1.213 [1.147-1.283],3.411e-06,***,Cholesterol in Very Small VLDL
VLDL-C,644,1.210 [1.134-1.292],0.002,**,VLDL Cholesterol
XS-VLDL-C%,642,1.204 [1.131-1.281],0.001,**,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,644,1.181 [1.110-1.257],0.039,*,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-FC,612,1.177 [1.115-1.242],8.592e-04,***,Free Cholesterol in Very Small VLDL
XS-VLDL-P,622,1.169 [1.109-1.233],0.002,**,Concentration of Very Small VLDL Particles
L-LDL-TG%,474,0.850 [0.800-0.903],0.033,*,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,456,0.842 [0.793-0.894],0.005,**,Triglycerides to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,369,0.826 [0.770-0.886],0.022,*,Triglycerides to Total-Lipids in Large VLDL percentage
XS-VLDL-TG%,661,0.812 [0.763-0.863],5.681e-06,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,609,0.776 [0.725-0.831],6.563e-08,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,564,0.754 [0.704-0.807],1.511e-10,***,Triglycerides to Total-Lipids in Small VLDL percentage
XL-VLDL-TG%,444,0.717 [0.657-0.782],1.046e-08,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
